Filename, x0 (Nose), y0 (Nose), c0 (Nose), x1 (Neck), y1 (Neck), c1 (Neck), x2 (RShoulder), y2 (RShoulder), c2 (RShoulder), x3 (RElbow), y3 (RElbow), c3 (RElbow), x4 (RWrist), y4 (RWrist), c4 (RWrist), x5 (LShoulder), y5 (LShoulder), c5 (LShoulder), x6 (LElbow), y6 (LElbow), c6 (LElbow), x7 (LWrist), y7 (LWrist), c7 (LWrist), x8 (MidHip), y8 (MidHip), c8 (MidHip), x9 (RHip), y9 (RHip), c9 (RHip), x10 (RKnee), y10 (RKnee), c10 (RKnee), x11 (RAnkle), y11 (RAnkle), c11 (RAnkle), x12 (LHip), y12 (LHip), c12 (LHip), x13 (LKnee), y13 (LKnee), c13 (LKnee), x14 (LAnkle), y14 (LAnkle), c14 (LAnkle), x15 (REye), y15 (REye), c15 (REye), x16 (LEye), y16 (LEye), c16 (LEye), x17 (REar), y17 (REar), c17 (REar), x18 (LEar), y18 (LEar), c18 (LEar), x19 (LBigToe), y19 (LBigToe), c19 (LBigToe), x20 (LSmallToe), y20 (LSmallToe), c20 (LSmallToe), x21 (LHeel), y21 (LHeel), c21 (LHeel), x22 (RBigToe), y22 (RBigToe), c22 (RBigToe), x23 (RSmallToe), y23 (RSmallToe), c23 (RSmallToe), x24 (Rheel), y24 (Rheel), c24 (Rheel), class (number), class (text)
Training_1219_1095_bending_4_keypoints.json.png,71.0515,84.9802,0.746523,58.7788,85.938,0.626899,57.8052,94.3418,0.609441,58.4571,105.35,0.631295,63.2892,112.799,0.682432,60.0704,77.8549,0.54178,65.8823,86.5824,0.430107,71.0597,92.4114,0.648538,50.7007,100.178,0.463205,51.0266,103.406,0.533305,59.7536,114.079,0.708219,45.5181,108.902,0.76516,51.0172,96.2923,0.226439,69.1336,96.9451,0.109862,0.0,0.0,0.0,68.8061,84.3297,0.844182,70.7333,83.3556,0.0627698,62.9842,84.0057,0.864494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.6002,112.773,0.672543,41.9686,111.484,0.6563,43.2567,106.96,0.662694,4,bending
Training_1219_1096_bending_4_keypoints.json.png,71.7099,86.5857,0.564408,60.7212,86.5853,0.711589,59.1028,95.6384,0.599178,60.7293,107.291,0.682201,63.9483,115.049,0.624482,61.052,78.5013,0.696394,66.5433,86.5879,0.543159,71.377,94.6711,0.733967,50.0484,102.111,0.595991,51.3421,105.341,0.582728,60.0721,112.788,0.699764,45.8397,109.225,0.755177,48.1034,98.5564,0.417123,66.2213,98.8753,0.104023,0.0,0.0,0.0,71.0515,85.2927,0.638227,0.0,0.0,0.0,65.2378,84.9728,0.766457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.9222,112.771,0.642035,42.6074,111.484,0.661805,43.5766,107.288,0.692853,4,bending
Training_1219_1097_bending_4_keypoints.json.png,73.9806,87.2428,0.53115,63.2919,86.5965,0.679987,61.0572,95.3214,0.62523,62.9869,107.607,0.720521,67.1906,115.697,0.65024,63.6355,79.1515,0.71258,68.7997,89.1778,0.498864,72.0343,96.2919,0.588964,50.0437,102.102,0.59068,51.0202,105.032,0.567976,60.713,112.785,0.714722,45.5229,108.898,0.739154,47.7896,98.2303,0.411249,0.0,0.0,0.0,0.0,0.0,0.0,73.3212,86.9011,0.617882,0.0,0.0,0.0,67.8368,86.6028,0.853558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.6028,112.464,0.658816,42.2818,111.16,0.653039,42.9462,107.276,0.562356,4,bending
Training_1219_1098_bending_4_keypoints.json.png,76.5736,89.5102,0.175694,66.2137,87.8839,0.656289,64.2733,96.6079,0.55436,66.2165,109.871,0.719079,73.0016,118.286,0.473681,66.5447,81.0909,0.703099,71.0618,90.7892,0.602252,74.6245,99.5089,0.756128,50.3637,102.442,0.624819,51.6634,105.675,0.553097,59.7519,115.044,0.366346,45.525,109.537,0.663959,47.7934,99.5298,0.49736,62.0162,109.878,0.113881,45.197,105.665,0.409824,75.5948,89.1784,0.28893,0.0,0.0,0.0,71.3954,89.1801,0.844534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.9338,104.361,0.418106,41.9673,112.454,0.52832,41.637,110.837,0.54518,42.6217,106.956,0.468273,4,bending
Training_1219_1099_bending_4_keypoints.json.png,81.4165,92.4049,0.294523,69.4515,90.7882,0.649764,67.1909,99.5132,0.6134,70.4199,110.188,0.743862,75.9109,118.287,0.418068,71.0766,83.9927,0.800043,74.625,94.0178,0.644199,79.4832,101.786,0.794611,49.7216,101.468,0.57735,51.3383,104.684,0.477595,61.0372,114.718,0.644769,45.5303,108.904,0.745878,47.7837,98.2329,0.447731,62.6615,109.227,0.202982,45.5103,105.01,0.506563,80.4493,91.7625,0.441495,0.0,0.0,0.0,75.9045,91.7612,0.828231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.2582,102.762,0.450512,42.5986,112.466,0.639532,42.2793,111.161,0.626697,42.9307,106.637,0.485225,4,bending
Training_1219_1100_bending_4_keypoints.json.png,85.9373,94.663,0.0818264,74.2954,91.7611,0.731154,71.7091,99.5182,0.663426,74.2986,110.518,0.752808,80.4434,118.287,0.379241,76.2422,86.2547,0.772165,79.4763,95.3231,0.679261,84.9783,102.446,0.798669,50.6852,99.8513,0.610143,52.3138,104.044,0.554548,60.7162,114.717,0.670062,45.197,107.61,0.764341,48.434,96.6132,0.520608,66.5433,102.763,0.133111,0.0,0.0,0.0,84.9684,94.3356,0.107812,0.0,0.0,0.0,81.4115,94.0273,0.796389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.2834,112.456,0.651529,41.3205,110.838,0.63312,42.9251,105.022,0.634633,4,bending
Training_1219_1101_crawling_5_keypoints.json.png,94.673,97.5823,0.071992,81.0961,94.3364,0.704991,78.8386,101.777,0.657965,81.7393,115.045,0.614302,86.5923,118.288,0.163996,83.6776,87.2426,0.487488,0.0,0.0,0.0,0.0,0.0,0.0,53.2918,98.5557,0.56313,55.552,103.077,0.535991,60.7159,113.105,0.594572,44.864,107.293,0.67831,51.3409,94.6744,0.576775,61.6889,106.634,0.0656044,47.1383,102.753,0.402937,94.0242,96.9298,0.112018,0.0,0.0,0.0,88.8437,96.9296,0.77954,0.0,0.0,0.0,47.1283,104.687,0.0502847,47.1306,104.678,0.0542139,43.9063,100.815,0.376171,41.9605,112.13,0.526974,40.993,110.203,0.555863,42.2767,104.703,0.500465,5,crawling
Training_1219_1102_crawling_5_keypoints.json.png,0.0,0.0,0.0,86.9273,96.2923,0.712518,87.2347,103.724,0.663361,91.7578,115.373,0.486046,97.9043,118.288,0.195391,87.5641,88.8431,0.547811,0.0,0.0,0.0,0.0,0.0,0.0,60.7275,96.6162,0.567661,62.6593,102.105,0.532181,61.0412,113.113,0.675411,45.1894,107.595,0.767103,58.7876,92.088,0.471289,61.0459,103.081,0.266825,46.487,102.433,0.702542,100.168,99.5183,0.0511678,0.0,0.0,0.0,96.9192,98.2254,0.752725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.5476,100.179,0.658717,41.9577,111.171,0.677406,40.9898,109.879,0.703611,42.2824,105.02,0.344034,5,crawling
Training_1219_1103_crawling_5_keypoints.json.png,0.0,0.0,0.0,93.0591,96.9344,0.752072,93.7036,105.014,0.700121,95.647,118.284,0.598159,102.103,118.289,0.225541,92.7303,89.1717,0.611369,0.0,0.0,0.0,0.0,0.0,0.0,67.8353,97.5913,0.53785,68.8063,102.764,0.480762,59.7498,112.782,0.74187,44.5548,107.285,0.688497,67.1873,92.4149,0.399915,48.7539,95.3269,0.268378,41.9616,94.335,0.279125,0.0,0.0,0.0,0.0,0.0,0.0,102.112,99.8633,0.827183,99.5135,92.0983,0.169771,39.3772,97.2534,0.347158,39.694,96.9433,0.35833,40.6739,92.4146,0.243807,40.6653,111.806,0.549388,40.6639,110.193,0.591246,41.9689,104.688,0.498911,5,crawling
Training_1219_1104_crawling_5_keypoints.json.png,0.0,0.0,0.0,96.9353,96.9355,0.775371,97.2661,105.017,0.749631,97.252,118.286,0.484218,102.097,118.291,0.0519133,96.2911,89.1737,0.554788,0.0,0.0,0.0,0.0,0.0,0.0,72.3615,97.5854,0.523949,72.6834,102.428,0.45165,60.7207,112.461,0.723712,44.5444,107.61,0.686154,72.3576,92.7339,0.443177,63.2986,105.031,0.530371,46.8181,103.076,0.692769,0.0,0.0,0.0,0.0,0.0,0.0,105.353,99.8537,0.824489,102.443,91.7691,0.104591,0.0,0.0,0.0,0.0,0.0,0.0,44.2269,101.456,0.644646,41.3206,112.135,0.653584,40.6651,110.207,0.681447,41.6433,105.016,0.40002,5,crawling
Training_1219_1105_crawling_5_keypoints.json.png,0.0,0.0,0.0,100.172,96.9253,0.743965,100.816,103.081,0.659539,96.9493,114.724,0.626331,98.5576,118.29,0.0786268,99.8443,89.5082,0.579727,0.0,0.0,0.0,0.0,0.0,0.0,73.9825,99.8476,0.603761,74.3035,103.409,0.50119,60.729,112.463,0.733268,43.9004,107.606,0.706965,73.6567,96.2867,0.504242,62.3361,105.023,0.628241,46.4912,102.765,0.699704,0.0,0.0,0.0,0.0,0.0,0.0,109.218,99.5313,0.798406,105.995,92.0885,0.114849,0.0,0.0,0.0,0.0,0.0,0.0,43.5852,101.459,0.679305,40.9963,112.45,0.703609,40.3466,110.52,0.712717,41.3142,105.017,0.405703,5,crawling
Training_1219_1106_crawling_5_keypoints.json.png,0.0,0.0,0.0,102.435,96.6188,0.768018,102.446,103.408,0.686583,97.2618,115.04,0.606765,0.0,0.0,0.0,102.108,89.5033,0.665475,0.0,0.0,0.0,0.0,0.0,0.0,76.5631,100.494,0.592141,76.8837,104.688,0.534114,61.6871,112.445,0.726981,45.1967,106.95,0.716073,76.242,96.9353,0.568389,61.6928,105.345,0.648933,47.4553,102.429,0.631942,113.101,100.168,0.0503985,0.0,0.0,0.0,110.846,99.5311,0.814833,108.584,92.4128,0.077644,43.2504,102.757,0.0723826,0.0,0.0,0.0,45.1889,99.8537,0.573607,40.6744,110.845,0.636878,40.6659,109.867,0.664604,42.6015,104.368,0.467056,5,crawling
Training_1219_1107_crawling_5_keypoints.json.png,0.0,0.0,0.0,102.766,96.9294,0.754292,102.761,104.371,0.686819,96.9432,114.714,0.708369,99.8485,118.288,0.151508,102.439,89.4925,0.648591,0.0,0.0,0.0,0.0,0.0,0.0,78.1843,102.099,0.607615,78.8354,105.665,0.559532,63.6335,112.446,0.723866,45.2079,107.288,0.749875,77.8547,97.5843,0.598479,62.6585,104.686,0.746789,45.5118,101.777,0.676464,115.036,100.176,0.0616986,0.0,0.0,0.0,111.483,99.5291,0.808858,109.541,92.407,0.0534299,42.2827,107.292,0.155606,42.6076,107.275,0.151673,42.9375,99.5239,0.616785,40.6666,111.812,0.661252,40.3581,110.197,0.665315,43.2518,106.954,0.380876,5,crawling
Training_1219_1108_crawling_5_keypoints.json.png,0.0,0.0,0.0,102.436,96.9378,0.794697,102.444,104.374,0.712689,96.9357,115.365,0.747293,101.793,118.29,0.0719313,102.113,89.1816,0.670979,0.0,0.0,0.0,0.0,0.0,0.0,79.4813,102.752,0.612241,80.7646,106.964,0.559146,63.9506,112.772,0.664741,44.8659,107.617,0.680155,79.1504,98.8747,0.571141,63.3101,104.367,0.701374,44.5495,102.102,0.676121,0.0,0.0,0.0,0.0,0.0,0.0,110.521,99.5197,0.840351,108.252,92.09,0.055812,40.6811,107.931,0.167769,41.3166,107.601,0.158462,42.2867,99.8411,0.665096,40.3411,112.445,0.73979,40.0322,110.527,0.698722,42.9272,107.603,0.343016,5,crawling
Training_1219_1109_crawling_5_keypoints.json.png,0.0,0.0,0.0,102.122,96.9468,0.814427,102.431,104.694,0.733785,96.9288,115.38,0.711018,101.462,118.289,0.167875,102.097,89.4907,0.666389,0.0,0.0,0.0,0.0,0.0,0.0,79.8002,103.409,0.562245,81.0899,107.613,0.523493,63.3115,112.47,0.58405,45.1914,108.9,0.611234,79.4747,99.1911,0.476473,64.2757,104.372,0.564872,45.1885,102.109,0.613327,0.0,0.0,0.0,0.0,0.0,0.0,109.88,98.5548,0.810728,107.292,91.4364,0.0926104,41.3148,108.26,0.109492,41.6366,107.931,0.0939952,42.6069,99.8477,0.657391,40.014,112.771,0.657335,40.014,111.488,0.616721,42.9373,108.258,0.269985,5,crawling
Training_1219_1110_crawling_5_keypoints.json.png,0.0,0.0,0.0,102.43,96.9299,0.81404,102.422,104.363,0.719347,97.2541,118.279,0.710478,0.0,0.0,0.0,102.762,89.1817,0.646637,0.0,0.0,0.0,0.0,0.0,0.0,81.414,103.724,0.567175,82.0672,107.619,0.519875,63.3008,112.466,0.565459,44.2228,108.577,0.633668,81.0898,98.8801,0.439774,63.9493,104.045,0.484256,44.5451,101.786,0.534112,0.0,0.0,0.0,0.0,0.0,0.0,109.858,98.2315,0.796006,107.596,90.1434,0.107337,40.6785,102.43,0.0544608,0.0,0.0,0.0,41.961,99.8454,0.606911,39.6906,113.105,0.649421,39.6926,112.137,0.626715,42.2906,107.608,0.38899,5,crawling
Training_1219_1111_crawling_5_keypoints.json.png,0.0,0.0,0.0,102.757,99.5224,0.763578,102.443,107.614,0.730794,105.347,118.288,0.166308,0.0,0.0,0.0,103.407,91.4288,0.639962,0.0,0.0,0.0,0.0,0.0,0.0,81.7365,104.372,0.556914,82.3856,108.58,0.498318,63.624,112.46,0.57829,43.582,108.261,0.621742,81.0956,99.5291,0.466783,63.6268,104.367,0.572271,44.5522,102.098,0.488355,0.0,0.0,0.0,0.0,0.0,0.0,110.517,102.099,0.768557,107.94,94.0281,0.0947802,40.9959,102.099,0.0607369,0.0,0.0,0.0,41.9618,99.8538,0.569379,39.3749,113.113,0.614226,39.3747,112.449,0.596777,41.6426,107.293,0.38287,5,crawling
Training_1219_1112_crawling_5_keypoints.json.png,0.0,0.0,0.0,104.71,102.449,0.803009,105.993,110.846,0.670762,109.543,118.289,0.199691,0.0,0.0,0.0,104.706,94.3593,0.650281,0.0,0.0,0.0,0.0,0.0,0.0,83.3502,105.026,0.578332,83.6772,109.868,0.512094,63.9583,112.461,0.615619,44.8708,109.552,0.627568,83.0289,100.493,0.492966,63.6253,104.045,0.59068,45.1975,102.12,0.590359,0.0,0.0,0.0,0.0,0.0,0.0,112.466,106.635,0.801485,110.513,98.2348,0.16797,41.3245,107.613,0.0646806,0.0,0.0,0.0,42.6148,100.495,0.616073,39.6877,113.426,0.633308,39.6882,112.452,0.614503,42.6055,108.578,0.328935,5,crawling
Training_1219_1113_lying_3_keypoints.json.png,0.0,0.0,0.0,105.354,104.687,0.791535,107.284,112.459,0.735376,108.262,118.288,0.143214,0.0,0.0,0.0,105.346,96.6042,0.649479,0.0,0.0,0.0,0.0,0.0,0.0,83.6721,105.017,0.473949,82.7118,109.875,0.415839,62.6559,112.127,0.450985,43.586,107.932,0.573548,84.6466,99.8426,0.375246,63.3077,103.403,0.319908,43.2604,98.8752,0.372018,0.0,0.0,0.0,0.0,0.0,0.0,113.108,107.616,0.792047,110.849,99.5285,0.17777,42.9294,102.113,0.0516073,42.9344,102.109,0.057065,40.6761,98.2283,0.508814,38.4081,113.099,0.611799,38.7253,112.137,0.568577,41.9612,106.957,0.353889,3,lying
Training_1219_1114_lying_3_keypoints.json.png,0.0,0.0,0.0,107.288,104.367,0.75625,107.292,111.816,0.712053,109.874,118.289,0.186497,0.0,0.0,0.0,107.293,96.6118,0.682494,113.103,101.466,0.369651,120.205,107.284,0.706654,83.6804,105.031,0.513313,83.0334,109.551,0.419643,62.9781,112.132,0.396579,43.2579,107.623,0.650935,84.3233,100.815,0.37845,63.9507,102.76,0.5006,45.1976,100.167,0.367009,117.639,109.22,0.152126,0.0,0.0,0.0,114.07,107.599,0.72349,0.0,0.0,0.0,42.612,102.108,0.0659038,42.9379,101.789,0.0701613,42.2906,99.1986,0.419713,39.3764,113.105,0.556332,39.3732,112.136,0.532436,41.3127,106.954,0.420154,3,lying
Training_1219_1115_lying_3_keypoints.json.png,116.013,112.444,0.301897,107.929,104.699,0.692558,108.255,110.844,0.631616,112.786,118.289,0.153514,0.0,0.0,0.0,108.256,97.5817,0.519103,0.0,0.0,0.0,0.0,0.0,0.0,84.3329,105.018,0.496738,83.9995,109.223,0.382956,60.3961,112.137,0.292616,45.2049,107.929,0.460011,85.2942,100.178,0.364562,63.6299,102.434,0.248214,45.1958,101.779,0.311796,117.299,110.518,0.459225,0.0,0.0,0.0,114.718,107.93,0.838957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.618,99.5302,0.395128,40.0178,112.787,0.55026,40.0216,111.815,0.514945,42.2884,105.024,0.272003,3,lying
Training_1219_1116_lying_3_keypoints.json.png,116.664,114.393,0.373048,109.857,105.346,0.684262,109.877,111.482,0.628261,115.379,118.287,0.207859,122.804,115.363,0.134782,109.859,99.5221,0.550086,0.0,0.0,0.0,0.0,0.0,0.0,85.2919,104.7,0.50833,84.3259,108.254,0.411478,65.5655,112.136,0.316206,45.1999,108.583,0.563275,86.5852,100.494,0.371482,63.9559,102.769,0.471826,45.5215,102.108,0.481827,117.62,112.776,0.501254,0.0,0.0,0.0,115.367,108.906,0.771209,0.0,0.0,0.0,42.6188,102.433,0.0817783,42.2871,102.103,0.102931,42.9314,99.8507,0.537871,40.0262,113.102,0.614809,40.0336,112.449,0.573582,42.922,107.61,0.308762,3,lying
Training_1219_1117_lying_3_keypoints.json.png,0.0,0.0,0.0,109.874,108.252,0.210004,110.841,113.752,0.108546,0.0,0.0,0.0,0.0,0.0,0.0,110.518,101.466,0.117969,0.0,0.0,0.0,0.0,0.0,0.0,92.7312,105.341,0.0914521,87.8792,105.99,0.113023,63.9546,111.811,0.134033,45.5191,107.604,0.306821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.343,112.795,0.668594,40.3422,112.447,0.598224,42.6212,102.427,0.252582,3,lying
